text,source,split
"no ! remember hate means "" white hate "" "" racism means "" "" white racism "" "" & hillary is innocent no matter what . """,ImplicitHate-stg2-irony,all
"opposing jihad terror is opposing people who on average have darker skin than white people so it's "" racist "" "" . """,ImplicitHate-stg2-irony,all
alright ted kaczynski mail bomb your way to a white ethnostate . whil,ImplicitHate-stg2-irony,all
because it's totally out of the question for a muslim to kill white christians right ?,ImplicitHate-stg2-irony,all
hey wants to join as he / she is the perfect racist seems 2hate white people be gms'new friend,ImplicitHate-stg2-irony,all
if you skip class to protest trump you might be a college dropout soon anyway !,ImplicitHate-stg2-irony,all
jews are white nationalists now . who knew ?,ImplicitHate-stg2-irony,all
pretty sure he might be in the closet ! ! come on out buddy !,ImplicitHate-stg2-irony,all
recruiting for jihad in a place of worship ? shocking !,ImplicitHate-stg2-irony,all
somali tied to jihadists worked with two un agencies : and why not ? what does the un do these days but play t ...,ImplicitHate-stg2-irony,all
the only problem has with the kkk is that they are white :,ImplicitHate-stg2-irony,all
you better get right back on that liberal plantation or you are a traitor to your race . kidding . gawd i hate these lefties .,ImplicitHate-stg2-irony,all
"also using a lower case "" white "" "" might make you look less white surpremacycy . <-- is that even right ? """,ImplicitHate-stg2-irony,all
"rt nuance and objectivity ? sounds like you're "" enabling white supremacy "" "" mr . weigel . try hysteria and distortion . """,ImplicitHate-stg2-irony,all
. hung black men are a symbol of white supremacy too can we get rid of them as well ?,ImplicitHate-stg2-irony,all
jackin it to the statue of david to uhhh save the white race,ImplicitHate-stg2-irony,all
people should move to more diverse continents like africa ( 98 % black ) . they are so much better with human rights !,ImplicitHate-stg2-irony,all
see your point but she wasn't killed by a white policeman so bye laquesha . we have the statues and have to attack dolly parton too white .,ImplicitHate-stg2-irony,all
so proud of my girls ! i've always argued feminist victimhood tactics are one of the good kinds of identity politics .,ImplicitHate-stg2-irony,all
who called u a racist ? let me @ em . u know i'm called a racist everyday.they don't see that i despise his white half also . luv ya my friend,ImplicitHate-stg2-irony,all
wow you guys put up more posters ! truly a major victory for the white race,ImplicitHate-stg2-irony,all
: moderate islam is like being almost pregnant .,ImplicitHate-stg2-irony,all
> white people don't exist > white people stole all our sheeitchoose only one .,ImplicitHate-stg2-irony,all
it's statues now . eventually it will be calls to ban vanilla ice cream white bed sheets and to denounce snow as racist . insanity .,ImplicitHate-stg2-irony,all
you evil white ( not-white ) supremacist ! ! honestly i expect the next left attack on poc that support to be that you imagine you are .,ImplicitHate-stg2-irony,all
". apparently you can conquer any white nation just by screaming "" racist . "" "" whites will even offer you their children """,ImplicitHate-stg2-irony,all
"rt : "" white privilege conference "" "" says resisting jihad is racist bashes robert spencer and pamela gell """,ImplicitHate-stg2-irony,all
and yet a white man gets 15 years for putting bacon on a mosque for step ! thank god for white privilege,ImplicitHate-stg2-irony,all
aye well i like the nineties . people were happy and confident and the diversity hadn't started to bite .,ImplicitHate-stg2-irony,all
did he import white mechanics to keep it running ?,ImplicitHate-stg2-irony,all
i assume it's about how the africans freed themselves from evil whites owners . with . no . help . at . all .,ImplicitHate-stg2-irony,all
i don't think there are enough white players in the nba ! they must be racist ! al sharpton please call an emergency meeting !,ImplicitHate-stg2-irony,all
i'm white and jewish can i join your party ? oh that's right neither of those are qualifiers to be american . #maga brother,ImplicitHate-stg2-irony,all
instead of washing muslims feet apologizing for islam . francis should watch this video .,ImplicitHate-stg2-irony,all
look as long as you goys don't point out that jews get zionism & israel and we suppress white nationa,ImplicitHate-stg2-irony,all
but isn't milk a symbol of white supremacy ? #worldmilkday,ImplicitHate-stg2-irony,all
can i join if i'm black but on the inside white ?,ImplicitHate-stg2-irony,all
that's not a hate crime though nooooo only us evil white people commit hate crimes ..,ImplicitHate-stg2-irony,all
university report : a room full of white people is a microaggression,ImplicitHate-stg2-irony,all
we should jail all white christian american males who look like they might kill in mass shootings !,ImplicitHate-stg2-irony,all
white people donating to white organizations is bad . jews donating to jewish organizations is good .,ImplicitHate-stg2-irony,all
your white privilege is showing through bro #maga,ImplicitHate-stg2-irony,all
"mixing easter and holocaust commemoration : literal holocaustianity ! "" that jew died for you "" "" ... """,ImplicitHate-stg2-irony,all
i killed my own child but i deeply care about my race said no one ever #altright,ImplicitHate-stg2-irony,all
because lesbian jews should be telling whites how to raise their kids .,ImplicitHate-stg2-irony,all
does white supremacy make black women kill their babies at planned parenthood ?,ImplicitHate-stg2-irony,all
i'm not sure you can be called a racist . that isn't the way it works anymore . i'm a white man so that makes me a racist automatically .,ImplicitHate-stg2-irony,all
modern definition of racist : any white person who doesn't hate other white people enough to please leftists and non-whites .,ImplicitHate-stg2-irony,all
""" white nationalism isn't the way to go "" "" said the zionist . """,ImplicitHate-stg2-irony,all
ah right . i forgot the only valid people are the straight white ones .,ImplicitHate-stg2-irony,all
by that logic the united states police should go kill all the white heroi,ImplicitHate-stg2-irony,all
next it will be : if a white male and white female reproduce they produce an unfair advantage to non-whites .,ImplicitHate-stg2-irony,all
okay so you're the ethnonationalist spencer and he's the racist spencer ?,ImplicitHate-stg2-irony,all
or ... maybe your super thinks white people are the devil and won't fix your sink ?,ImplicitHate-stg2-irony,all
so white lives don't matter to jews in nashville ?,ImplicitHate-stg2-irony,all
what do asians say ? what about transgender fat children ? how about lesbian motorcyclists ? why are you trying to balkanise the country more ? it's almost like you have an agenda here . identity politics will destroy the left .,ImplicitHate-stg2-irony,all
you know how to know spencer is a jew . just say so . then it's true . ta-da !,ImplicitHate-stg2-irony,all
<--- founded by a white spastic who hits women .,ImplicitHate-stg2-irony,all
been called trumpkins stupid misogynists racists white supremacists deplorables & russiansjust dont ever call me democrat or liberal,ImplicitHate-stg2-irony,all
soon there will be a white guilt test . if you feel less than ' somewhat bad ' about your white privilege your spot goes to a biracial disabled tranny .,ImplicitHate-stg2-irony,all
sure i want to destroy the enemy but larping with gay swastika shir,ImplicitHate-stg2-irony,all
there's always a jew in the woodpile ...,ImplicitHate-stg2-irony,all
unbelievable ! ! ! barbie sold out to islam .,ImplicitHate-stg2-irony,all
would you like fries with your mass amnesty and depressed wages ? mt :,ImplicitHate-stg2-irony,all
"#makeacelebrityirish samuel l jacknazi #samjacknazi "" : happy #stpatricksday ; #ireland #aryan "" "" #racetogether # 8 """,ImplicitHate-stg2-irony,all
"oh and the group that kills children are "" white "" "" too . """,ImplicitHate-stg2-irony,all
"rt lol ! ! now maybe he can quit "" speaking "" "" for all folks with hispanic surnames ? trump 16 ! """,ImplicitHate-stg2-irony,all
"when islam is just "" stuff white people like "" "" via """,ImplicitHate-stg2-irony,all
: american diversity work in progress : black teens kill white girl for bicycle,ImplicitHate-stg2-irony,all
believe it or not i've heard a white woman who converted to islam actually claim that islam is a feminist religion .,ImplicitHate-stg2-irony,all
do you think those bars on the windows are to keep out all the white people ?,ImplicitHate-stg2-irony,all
remember goys making disparaging remarks about poor less educated whites is always ok,ImplicitHate-stg2-irony,all
we hindus offer lord krishna's package to muslims--give us 3 temples and keep 39997 masjids . i hope muslim leaders don't become duryodhans,ImplicitHate-stg2-irony,all
what pronoun should we use to refer to people who are transitioning into martians ?,ImplicitHate-stg2-irony,all
what's worse : a white animal abuser or a black jew ?,ImplicitHate-stg2-irony,all
. . i hear you guys had a #safespace for gay white male atheist feminists #altright,ImplicitHate-stg2-irony,all
god those darn white devils getting jobs promotions lower acceptance scores just because of they're race . oh wait ...,ImplicitHate-stg2-irony,all
no no ! you just need a white person to explain it to you ! if you vote dem your first 5 white attack poodles are free !,ImplicitHate-stg2-irony,all
of course it's racist it was written by a white man of good character .,ImplicitHate-stg2-irony,all
certainly the most turkic-looking white man i've ever seen . but race is a social construct so the msm must be right .,ImplicitHate-stg2-irony,all
police standing down let antifa blm destroy & that have targeted them resign let antifa,ImplicitHate-stg2-irony,all
subscribe to america's national socialist publication : the white worker ! only $ 20 for one full year .,ImplicitHate-stg2-irony,all
them white folks must be racist cause dem po blks could not be at fault . so misunderstood,ImplicitHate-stg2-irony,all
yeah i knew a muslim once he was peaceful ... so ... that proves islam means peace . #tcot,ImplicitHate-stg2-irony,all
"basically ? she outright said it . this is leftist doctrine 101 all whites are racist even the "" anti-racist "" "" ones . """,ImplicitHate-stg2-irony,all
black people only seem to thrive in white countries . how strange .,ImplicitHate-stg2-irony,all
erryone knows jews hispanics and mulattos are white .,ImplicitHate-stg2-irony,all
gosh darn to bad we whites deserve it for being mean to some brown people a long time ago . diversity is the future !,ImplicitHate-stg2-irony,all
how about that : muslims in canadian jihad plot were apparently really swell guys : educated well off respec ...,ImplicitHate-stg2-irony,all
is atlanta still considered the south ? or new congo ?,ImplicitHate-stg2-irony,all
so we should race mix to ensure genetic diversity and healthy multiculturalism ? wow ! thanks anp .,ImplicitHate-stg2-irony,all
these people are all white . where's the diversity ? immigration = immigrants . meaning not white .,ImplicitHate-stg2-irony,all
translated : milo realizes as a jew he will not be included in white identity politics and would be a minority,ImplicitHate-stg2-irony,all
what she really means is your white allah will judge you and non-believers have no morality . ;) :,ImplicitHate-stg2-irony,all
why - send the illegals with a free bus ticket $ 1000 and tell them berkeley liberals are easy ... win win * they can never tell,ImplicitHate-stg2-irony,all
how dare people of european decent want their civilisation to live on & flourish ! ! so unreasonable !,ImplicitHate-stg2-irony,all
white european jihad murderers are ok ?,ImplicitHate-stg2-irony,all
""" panic mode time "" "" oh your god oh your god the mexicans are coming the mexicans brown are coming oh your god oh your god ! """,ImplicitHate-stg2-irony,all
black on white violence ? emagen my shaaawk,ImplicitHate-stg2-irony,all
if you're white you are responsible for genocide .,ImplicitHate-stg2-irony,all
lots of white friends ? do you tell them all the time how they are white supremacists and should give you restitution ?,ImplicitHate-stg2-irony,all
so you're saying muslims are hornets ? ewwww boooo #racist #liberal #naziscum,ImplicitHate-stg2-irony,all
""" i was going to save the white race but then i saw a swastika . "" "" """,ImplicitHate-stg2-irony,all
can't wait to take the tunnel in and out of mexico !,ImplicitHate-stg2-irony,all
islamist wanting to kill jews who would have thought ? #islam,ImplicitHate-stg2-irony,all
that's because whites aren't going to burn down the town when they don't get their way .,ImplicitHate-stg2-irony,all
"you must be the arithmetic man; you add trouble, subtract pleasure, divide attention, and multiply ignorance.",ImplicitHate-stg2-irony,all
if you have family here that are illegals and criminals.. oh well,ImplicitHate-stg2-irony,all
cnn will find and interview the one tranny in history that was inconvenienced,ImplicitHate-stg2-irony,all
"women are intellectually deficient, islam says in sahih bukhari 1:6:301. disagree? you are islamophobe.",ImplicitHate-stg2-irony,all
"lol. yes, africa isn't a developed land because of whites.",ImplicitHate-stg2-irony,all
"question for all: what is the legal difference between a man wearing a dress, and a transwoman?",ImplicitHate-stg2-irony,all
how #california is preparing illegal aliens for driving test #noamnesty,ImplicitHate-stg2-irony,all
"stem cells have precious immortal souls! oh, god, cells are people! cells are peeeoooppplleee!",ImplicitHate-stg2-irony,all
"handicapped is not a gender, bathroom sign people!!!",ImplicitHate-stg2-irony,all
"wow such diversity, so many colors and races, and all of them are doctors and engineers, amazing!",ImplicitHate-stg2-irony,all
i thought whites were destroying the planet by using these evil resourcesmake up your mind,ImplicitHate-stg2-irony,all
"instead of the brain, his beard grew this is a norm for muslim"""" thinkers",ImplicitHate-stg2-irony,all
he went to niggerum u just so uz can undastand himsgot a doctorate in welfare & #obamaphones,ImplicitHate-stg2-irony,all
im going to demand welfare for allamerican citizens in the 3rd world and de,ImplicitHate-stg2-irony,all
the indians were the first immigration movement even they had laws and consequences if you broke them?,ImplicitHate-stg2-irony,all
"even if i tell him he won't listen because he's quite bright, actually.",ImplicitHate-stg2-irony,all
"typical! same with buddha! he thinks he's so high and mighty, ommmmm-bullshit buddha!",ImplicitHate-stg2-irony,all
"it would be great - just too bad our new """"sheriff"""" torn down tent city - that would have been a great place for them to take up their new residency.",ImplicitHate-stg2-irony,all
"haha crazy! its like saying blacks cant be intelligent,educated and well informed",ImplicitHate-stg2-irony,all
"it's mexifornia, land of hemp fields and socialistsvery anti-citizen and pro-illegals",ImplicitHate-stg2-irony,all
". it's better to be an illegal in america then black, at least their are free.",ImplicitHate-stg2-irony,all
"bless her heart! when she joined antifa, the terror-trainer supervis",ImplicitHate-stg2-irony,all
heaven forbid we have strict immigration laws like japan send them all here with our open,ImplicitHate-stg2-irony,all
why can't mexicans use all this mexican ingenuity to fix their country,ImplicitHate-stg2-irony,all
"this man is a hero and a legend he brought a flamethrower to a riot, the hood truely is an advanced civilization",ImplicitHate-stg2-irony,all
"by 's logic, all of those cities should be utopia since the evil whiteman left.",ImplicitHate-stg2-irony,all
a negro who writes? i already have my doubts about this story ;-),ImplicitHate-stg2-irony,all
"they are clearly so intellectually superior that they need to up the difficulty via new demographics. hold my ros pierre, i got this!",ImplicitHate-stg2-irony,all
master obama wants a cheap labor force for his plantation! smile & be happy while u work!,ImplicitHate-stg2-irony,all
"tuskegee, the home of black pilots and scientists, is incapable of sustaining a wal-mart or a hotel #thetriggering",ImplicitHate-stg2-irony,all
"black folks elected doug jones."""" they're gonna be mighty disappointed when all they get for it is rights for three legged, gay martians and their interests passed over for those of white, rich leftist stockholders in the northeast.",ImplicitHate-stg2-irony,all
"yes, and america was constructed entirely of cotton products.",ImplicitHate-stg2-irony,all
so happy to see uneducated illegals going to canada,ImplicitHate-stg2-irony,all
"as if the wall going to stop illegal aliens like , great wall of china stopped mongols",ImplicitHate-stg2-irony,all
"quote from democrats """"e-verify system will disadvantage many illegal immigrants in the agriculture sector."""" god forbid.",ImplicitHate-stg2-irony,all
then how will blacks become edumacated ?!,ImplicitHate-stg2-irony,all
"cos nothing says """"we've got you, sorry for treating you like shit"""" than """"3rd tier citizen",ImplicitHate-stg2-irony,all
"mt : """"we must resist ebolaphobia. these viruses just come here for a better life, to do jobs that american viruses refuse to do.",ImplicitHate-stg2-irony,all
"thanks for being smart enough to know a wall can be flown over by airplanes! crazy concept, i know!",ImplicitHate-stg2-irony,all
"now i can't go into mexico & bring a chihuahua over the border in2 the us, but this fella', can cross the border illegally w/ a human child?",ImplicitHate-stg2-irony,all
"white people don't exist, only black people do",ImplicitHate-stg2-irony,all
#ferguson and #detroit are a reflection on the innate capacity of blacks to further and advance civilization,ImplicitHate-stg2-irony,all
europeans should do as muslims and theoretically stone that woman by voting her out of office,ImplicitHate-stg2-irony,all
yea we were better offwith the floppy-eared gayblade and his manly wife shipping our 401ks and savin,ImplicitHate-stg2-irony,all
"grumpy says only people with half a brain use #lgbt friendly um, they use it on site lol",ImplicitHate-stg2-irony,all
"build the wall, and a moat to drown them too",ImplicitHate-stg2-irony,all
";.cant lick em,noon emold age moo tactics,as soon as deah gets de upper hand,bow down now! alahuakbaarrrr",ImplicitHate-stg2-irony,all
"rt sad, isn't it? poor thing doesn't even know if she's the hubby or the wife in her """"marriage.",ImplicitHate-stg2-irony,all
"go fuck yourself maybe? i mean i wouldn't make you do anything, like leave the country for example.",ImplicitHate-stg2-irony,all
"if those """"other hemisphere"""" immigrants get to mexico, are they mexicans?",ImplicitHate-stg2-irony,all
"sharia up, pints down.",ImplicitHate-stg2-irony,all
"they may have not taken gender study classes, but at least they work & know which bathroom to use.",ImplicitHate-stg2-irony,all
"what a genius, your mother would be proud",ImplicitHate-stg2-irony,all
oy vey! what is the matter with you nasty rats? why can't i be part of your little goy club ?,ImplicitHate-stg2-irony,all
build a wall so rednecks can pick strawberries and bus tables,ImplicitHate-stg2-irony,all
my friend got his ass kicked. but that's ok too right because he's not the right color. plus yiddish? fuck you,ImplicitHate-stg2-irony,all
"dumbass is one word. you're* you can't even use the english language correctly. let me guess, your aunt is also your mother?",ImplicitHate-stg2-irony,all
"well, there was the time ivana accused him of rape but you seem like the type to ignore that. :) however, that wasn't my point at all. i'll see if i can dumb this down a little for you, hon. ok, here goes!",ImplicitHate-stg2-irony,all
"that seems a little harsh elder. you know wackos kill people. oh, wait a minute, i guess you're right!!",ImplicitHate-stg2-irony,all
oh look. another lefty whom has an unnatural fixation upon sex. is that all your tiny kind can imagine?,ImplicitHate-stg2-irony,all
"lmao okay, you are a journalist, and i am elvis. whatever. this is no more mysterious than roof or glenn miller",ImplicitHate-stg2-irony,all
we can burn the flag and police watch and do nothing but if we throw a book in the toilet they invest,ImplicitHate-stg2-irony,all
"oh honey. justoh, honey. bless your heart.",ImplicitHate-stg2-irony,all
"no, you have to call her and """"empty barrel""""! oops! i guess i'm a black white supremacist.",ImplicitHate-stg2-irony,all
"well, barack obama can't very well ask new citizens to do something he wouldn't do himself, now, can he?",ImplicitHate-stg2-irony,all
"if you don't speak up, they she will speak for you. marilyn deyoung, , latino """"babies can join a gang",ImplicitHate-stg2-irony,all
"how dare you assume gender. it's equality, baby.",ImplicitHate-stg2-irony,all
"imagine the memories they'll form while starving, cold, and violently abused. last a lifetime.",ImplicitHate-stg2-irony,all
in an effort to cement her racial equality bona fides she brought home the wrong token black guy.,ImplicitHate-stg2-irony,all
"when which money, fucking stupid unless, you ask a loan. to your boyfriend vladimir putin.",ImplicitHate-stg2-irony,all
"i've personally pranked a gay, two commies and a (((fellow white person))) out of the gym, did my wings just get lost in the mail?",ImplicitHate-stg2-irony,all
"she didn't mean it. if she meant it, she'd have invited you over, given you a house and made the uk taxpayer fund your life.",ImplicitHate-stg2-irony,all
why have a wall when you have mexico on this side of wall?,ImplicitHate-stg2-irony,all
"mommy, someone knows not taught history and is challenging our societal taboos!",ImplicitHate-stg2-irony,all
"welcome to #sweden, refugees!maybe i should take a week or two myself, nice pool!",ImplicitHate-stg2-irony,all
"yes! wall sounds great. can keep mexicans from boats, tunnels and airplanes for a while longer? what about merpeople? wall off the ocean too",ImplicitHate-stg2-irony,all
"ah, the feminist double standard, she can troll cnn and stalk chris cuomo but not vice versa.",ImplicitHate-stg2-irony,all
"i work for willy wonka, and i'm hiring little people for our latest expansion. do ya think your wee friend is interested?",ImplicitHate-stg2-irony,all
"honey, they skipped me too. i don't think whoever gives out white privileges likes me at all.",ImplicitHate-stg2-irony,all
and then what? ban all ladders and shovels in mexico?,ImplicitHate-stg2-irony,all
"now try something correct. by, loser. let us in the real world do",ImplicitHate-stg2-irony,all
"yep, genetics is racist. jesus, man, quit drinking before it's too late.",ImplicitHate-stg2-irony,all
"oh good, a little tb with your coffee?",ImplicitHate-stg2-irony,all
nazis like cock so if it's kept quiet he could probably be his weekend thang.,ImplicitHate-stg2-irony,all
"and then a trans man with a vagina comes into the womens bathroom and all the women start complaining about a man in the bathroom.dude,logic",ImplicitHate-stg2-irony,all
"-sorry. this is a hoax photo. but aww, you want to believe it, don't you?",ImplicitHate-stg2-irony,all
"certainly bbqs & tattoos wld never be a part of your dogma since vegetarian, failed artist, hitler only believed in tattooing jews.",ImplicitHate-stg2-irony,all
"universities are european institutions. if they want to learn about africa, they should go back to africa.",ImplicitHate-stg2-irony,all
"she's an abrahamic, what were you expecting lol :) ?!",ImplicitHate-stg2-irony,all
ok were are they getting the moneydams breaking roads crumble fires every were but illegals come first.how about using money to help vets,ImplicitHate-stg2-irony,all
"as if muslims at the border will admit they want islamic law. """"do you believe gays should die?"""" """"no."""" """"ok, in you go.",ImplicitHate-stg2-irony,all
"that entry fee might be a great idea-cut tourist traffic way down for them-$-yes, good idea. what an idiot to make that proposal!",ImplicitHate-stg2-irony,all
you're just jealous you don't have a cute blonde to hose you down with tan.,ImplicitHate-stg2-irony,all
"here you go, folks. a handy-dandy guide to who hates ted.",ImplicitHate-stg2-irony,all
"yeah, release them so when their deportation hearing happens in 2021 theyll have 5 us-born kids by then",ImplicitHate-stg2-irony,all
"if you don't agree with me you are a racist, yah, nice poiny",ImplicitHate-stg2-irony,all
no! this is not a fabric store! these are female human beings indoctrinated and forced by a misogynist religion to live a life of slavery,ImplicitHate-stg2-irony,all
"hey, don't you know christmas is offensive and oppressive?",ImplicitHate-stg2-irony,all
"mmmm, mmmh, mmm that sweet frog up your ass, 'feels good' doesn't it?",ImplicitHate-stg2-irony,all
"bexar county sheriff says the bill would alienate immigrants. wait, what? alienate illegal aliens?",ImplicitHate-stg2-irony,all
"if you want a protest that will really wow 'em, you gotta get that soros funding.",ImplicitHate-stg2-irony,all
"they get free educations grants, while american young adults can not. oh poor illegals they only want to better themselves, get out theives!",ImplicitHate-stg2-irony,all
i was there on the other side of the barrycade - poke them enuf and they make uz a good photo for the,ImplicitHate-stg2-irony,all
"so tell us, when is this god going to show up and tell you how to have sex? or how to define it",ImplicitHate-stg2-irony,all
"uh oh, better call the optics police!",ImplicitHate-stg2-irony,all
is it true you can make duck calls out of jew teeth?,ImplicitHate-stg2-irony,all
and if some horny lesbian watches you pee you're in with it? not disgusting at all. duh,ImplicitHate-stg2-irony,all
a few people get shekels,ImplicitHate-stg2-irony,all
"do you think #americans are going to go pick fruit, or cut lawns, or do condition? think about it",ImplicitHate-stg2-irony,all
"bit late now,and he's supposed to be clever.",ImplicitHate-stg2-irony,all
"ah, the negro-mancer mage class makes its appearance.",ImplicitHate-stg2-irony,all
"diversity is a strength! except on math scores, apparently.",ImplicitHate-stg2-irony,all
"people ask..if parents get deported, what of kids? duh, take them with you. i would",ImplicitHate-stg2-irony,all
"funny, yep that convinced me{sarcasm off}",ImplicitHate-stg2-irony,all
"just for you since of course you are a little hollyweird parrot, repeating what cnn and the rest of liberal journalist wannabes, say.",ImplicitHate-stg2-irony,all
"omg, quit following the law, we need to sell tennis shoes",ImplicitHate-stg2-irony,all
"i was going to go poster the local synagogue with these, hail victory my fellow fashy goys! teehee",ImplicitHate-stg2-irony,all
"marie, why didn't you come legally?",ImplicitHate-stg2-irony,all
"what happened to his open boarder policy and we love everyone, come on in???",ImplicitHate-stg2-irony,all
"help #buildthewall so people get start working on the tunnelsyes, that is sarcasm",ImplicitHate-stg2-irony,all
is that all they have on their minds brain in their dick castration time,ImplicitHate-stg2-irony,all
"move out of your mothers basement, go out and meet real people- you might like life?",ImplicitHate-stg2-irony,all
"no, to hell where 72 virgin devils is going to screw the hell out of him for eternity.",ImplicitHate-stg2-irony,all
"oooohh no.. that's just their welcoming committee, religion",ImplicitHate-stg2-irony,all
"now if that isn't the pot calling the kettle mexican, i don't know what is!",ImplicitHate-stg2-irony,all
"don't worry, that fake fearless girl statue funded by wall street bankers will stay up.",ImplicitHate-stg2-irony,all
"senators should focus their energies on isis, illegal immigration and border security instead of always looking to start world war iii.",ImplicitHate-stg2-irony,all
"yes, tell me who puts their kids in water only when the water is safer than the land.",ImplicitHate-stg2-irony,all
grope a dope. hysterical!!!,ImplicitHate-stg2-irony,all
believe this is a great idea!!! drug money can build the wall and then some.,ImplicitHate-stg2-irony,all
"oh but """"evil"""" gulf countries are just sooo misogynistic, told me so.",ImplicitHate-stg2-irony,all
"they most certainly do. what happened was g soros and his cash, uh sorry i meant influence!",ImplicitHate-stg2-irony,all
what's next? maybe he will give muslims the white house a new car. new houses and more,ImplicitHate-stg2-irony,all
well she looks better that obamas momma looked in her nude/porn pics,ImplicitHate-stg2-irony,all
"wow, robert sounds like a 10-year-old stamping his feet and saying, """"it's not fair!"""". poor insecure thing. much love",ImplicitHate-stg2-irony,all
. wow - a minute ago i was irrelevant and now i'm making you look bad! what's next? zionists moved your shoes?,ImplicitHate-stg2-irony,all
"what if i just laugh and point a finger at you?aww, can't shoot me. poor little tough guy.",ImplicitHate-stg2-irony,all
wow. what a racist. you should call yourself the pink panthers. a bunch of race hustlers. what good is coming from this ?,ImplicitHate-stg2-irony,all
"great. go volunteer, take your family with you. we taxpayers won't pay for wall or any of this b.s",ImplicitHate-stg2-irony,all
liberal hippie bs ! go to the middle east and let's see your welcome strangers theroy !,ImplicitHate-stg2-irony,all
"like murder good job, you pathetic loser.",ImplicitHate-stg2-irony,all
"ok, what if a nice friendly guy who found good family values in mein kampf wanted to be sworn in on it?",ImplicitHate-stg2-irony,all
"bless their hearts, you can't blame because they just learned about fire, the auto, and email.",ImplicitHate-stg2-irony,all
"you've come a long way from grinny the pooh, hunter. kudos.",ImplicitHate-stg2-irony,all
"if state office is just a social construct, why do people laugh at my neighbor who just declared himself potus?"""" and soforth.",ImplicitHate-stg2-irony,all
"don't tell our cultural overlords that, though. they know better",ImplicitHate-stg2-irony,all
"hey, she didn't say """"latinx"""". the best we can get out of her is she's a liberal two-years ago.",ImplicitHate-stg2-irony,all
"g-d forbid a child might actually think of g-d on the playground, and we can't have that kind of religious statism, now can we?",ImplicitHate-stg2-irony,all
"how about having the slow olympics too. u know, winners jump lowest, run slowest,",ImplicitHate-stg2-irony,all
how about a fund for the victims of these illegal immigrants? wouldn't that be more proper??,ImplicitHate-stg2-irony,all
"you know elder, hes a fake pos, pitty beiber tried to be like him his trump dis is whack like he smoked too much whacked wannabe like snoopy",ImplicitHate-stg2-irony,all
"in italy we call this type of woman how you say, piggo porko",ImplicitHate-stg2-irony,all
"just because he's a muslim, she's a jew and he shouted 'allahu akbar' you cannot jump",ImplicitHate-stg2-irony,all
billy boy will select a harem for himself if he is put in charge!,ImplicitHate-stg2-irony,all
that's great let them stay in mexico and suck there country dry and lets see how long they put up with the illegal immigrants coming there,ImplicitHate-stg2-irony,all
